Concat,id,superficie,fecha,lat,lng,latlng_explicit,idcomunidad,idprovincia,idmunicipio,municipio,causa,causa_supuesta,causa_desc,muertos,heridos,time_ctrl,time_ext,personal,medios,gastos,perdidas,ALTITUD,TMEDIA,PRECIPITACION,TMIN,TMAX,DIR,VELMEDIA,RACHA,SOL,PRESMAX,PRESMIN
38087 32,2004321201,2,10/04/2004,42.055211,-7.969382,1,3,32,6,BANDE,4,1,0,,,65,80,2,2,,,143,8.7,0,0.4,17,33,2.2,9.4,10.2,1001.3,998.3
38087 32,2004321204,48.3,10/04/2004,42.484807,-7.039153,1,3,32,88,VILAMARTÃN DE VALDEORRAS,4,1,0,,,350,645,34,7,,516,143,8.7,0,0.4,17,33,2.2,9.4,10.2,1001.3,998.3
38087 32,2004321206,2,10/04/2004,41.916913,-7.99867,1,3,32,51,MUIÃ‘OS,4,1,2,,,125,140,12,2,,,143,8.7,0,0.4,17,33,2.2,9.4,10.2,1001.3,998.3
38087 32,2004321207,2.1,10/04/2004,42.352302,-7.661995,1,3,32,31,ESGOS,4,1,0,,,120,150,15,2,,464,143,8.7,0,0.4,17,33,2.2,9.4,10.2,1001.3,998.3
38087 32,2004321208,15,10/04/2004,42.357833,-6.943747,1,3,32,17,CARBALLEDA DE VALDEORRAS,4,1,0,,,315,780,14,0,,,143,8.7,0,0.4,17,33,2.2,9.4,10.2,1001.3,998.3
38088 32,2004321220,1,11/04/2004,42.219177,-7.161441,1,3,32,86,VIANA DO BOLO,4,1,1,,,50,80,6,0,,2255,143,10.4,0,0.4,20.4,3,1.9,7.8,11.5,1004.1,1000.1
38088 32,2004321221,3.5,11/04/2004,42.239271,-7.177304,1,3,32,86,VIANA DO BOLO,4,1,0,,,90,110,11,0,,16187,143,10.4,0,0.4,20.4,3,1.9,7.8,11.5,1004.1,1000.1
38088 32,2004321227,3,11/04/2004,42.376978,-6.859595,1,3,32,17,CARBALLEDA DE VALDEORRAS,4,1,0,,,185,195,14,1,,27499,143,10.4,0,0.4,20.4,3,1.9,7.8,11.5,1004.1,1000.1
38088 32,2004321228,6.5,11/04/2004,42.029577,-8.065,1,3,32,41,LOBEIRA,4,1,0,,,180,195,2,0,,,143,10.4,0,0.4,20.4,3,1.9,7.8,11.5,1004.1,1000.1
38088 32,2004321235,1.8,11/04/2004,42.180453,-8.108091,1,3,32,33,GOMESENDE,4,1,14,,,95,110,13,1,,9735,143,10.4,0,0.4,20.4,3,1.9,7.8,11.5,1004.1,1000.1
38088 32,2004321237,1,11/04/2004,42.177,-7.208504,1,3,32,92,VILARIÃ‘O DE CONSO,4,1,1,,,65,70,6,0,,,143,10.4,0,0.4,20.4,3,1.9,7.8,11.5,1004.1,1000.1
38088 32,2004321238,5,11/04/2004,42.137876,-8.128583,1,3,32,56,PADRENDA,4,1,0,,,470,500,12,7,,,143,10.4,0,0.4,20.4,3,1.9,7.8,11.5,1004.1,1000.1
38088 32,2004321244,4.5,11/04/2004,42.367946,-7.445781,1,3,32,23,CASTRO CALDELAS,4,1,1,,,75,135,6,1,,7432,143,10.4,0,0.4,20.4,3,1.9,7.8,11.5,1004.1,1000.1
38088 32,2004321253,2.5,11/04/2004,42.062663,-7.285943,1,3,32,21,CASTRELO DO VAL,4,1,1,,,165,185,4,0,,,143,10.4,0,0.4,20.4,3,1.9,7.8,11.5,1004.1,1000.1
38088 32,2004321258,1.5,11/04/2004,42.350823,-7.536546,1,3,32,57,PARADA DE SIL,4,1,1,,,35,40,6,0,,,143,10.4,0,0.4,20.4,3,1.9,7.8,11.5,1004.1,1000.1
38088 32,2004321259,1,11/04/2004,42.38933,-7.569243,1,3,32,57,PARADA DE SIL,4,1,4,,,70,75,13,2,,341,143,10.4,0,0.4,20.4,3,1.9,7.8,11.5,1004.1,1000.1
38088 32,2004321261,4,11/04/2004,42.304143,-8.241844,1,3,32,46,MELÃ“N,4,1,0,,,120,175,13,3,,17102,143,10.4,0,0.4,20.4,3,1.9,7.8,11.5,1004.1,1000.1
38088 32,2004321263,2.5,11/04/2004,42.304143,-8.241844,1,3,32,46,MELÃ“N,4,1,0,,,270,280,13,3,,9343,143,10.4,0,0.4,20.4,3,1.9,7.8,11.5,1004.1,1000.1
38089 32,2004321266,2,12/04/2004,42.304143,-8.241844,1,3,32,46,MELÃ“N,6,1,0,,,385,427,7,2,,6845,143,11.2,0,2,20.4,3,1.9,8.1,11.8,1006.2,1002.6
38089 32,2004321269,1.02,12/04/2004,42.321245,-7.415112,1,3,32,29,CHANDREXA DE QUEIXA,4,1,2,,,65,70,4,0,,18,143,11.2,0,2,20.4,3,1.9,8.1,11.8,1006.2,1002.6
38089 32,2004321273,1,12/04/2004,42.234061,-7.430299,1,3,32,29,CHANDREXA DE QUEIXA,4,1,2,,,76,106,5,0,,518,143,11.2,0,2,20.4,3,1.9,8.1,11.8,1006.2,1002.6
38089 32,2004321277,3,12/04/2004,42.111998,-7.250142,1,3,32,92,VILARIÃ‘O DE CONSO,4,1,1,,,153,195,6,0,,,143,11.2,0,2,20.4,3,1.9,8.1,11.8,1006.2,1002.6
38089 32,2004321278,2,12/04/2004,42.107328,-7.019932,1,3,32,86,VIANA DO BOLO,4,1,1,,,120,143,6,0,,,143,11.2,0,2,20.4,3,1.9,8.1,11.8,1006.2,1002.6
38089 32,2004321279,1.5,12/04/2004,42.277541,-7.394488,1,3,32,29,CHANDREXA DE QUEIXA,4,1,2,,,57,75,3,0,,518,143,11.2,0,2,20.4,3,1.9,8.1,11.8,1006.2,1002.6
38089 32,2004321284,1.5,12/04/2004,42.194933,-7.054949,1,3,32,86,VIANA DO BOLO,4,1,1,,,88,107,5,0,,1118,143,11.2,0,2,20.4,3,1.9,8.1,11.8,1006.2,1002.6
38089 32,2004321288,1.2,12/04/2004,42.378409,-7.296097,1,3,32,70,SAN XOAN DE RIO,4,1,2,,,45,165,5,2,,85,143,11.2,0,2,20.4,3,1.9,8.1,11.8,1006.2,1002.6
38089 32,2004321291,1,12/04/2004,41.940885,-7.805234,1,3,32,5,BALTAR,4,1,0,,,42,59,5,0,,,143,11.2,0,2,20.4,3,1.9,8.1,11.8,1006.2,1002.6
38089 32,2004321292,1,12/04/2004,42.234061,-7.430299,1,3,32,29,CHANDREXA DE QUEIXA,4,1,2,,,87,94,5,0,,,143,11.2,0,2,20.4,3,1.9,8.1,11.8,1006.2,1002.6
38089 32,2004321294,1,12/04/2004,42.194933,-7.054949,1,3,32,86,VIANA DO BOLO,4,1,2,,,50,57,5,0,,,143,11.2,0,2,20.4,3,1.9,8.1,11.8,1006.2,1002.6
38089 32,2004321298,3.5,12/04/2004,42.48397,-8.324713,1,3,32,11,BEARIZ,4,1,2,,,130,145,9,1,,2726,143,11.2,0,2,20.4,3,1.9,8.1,11.8,1006.2,1002.6
38089 32,2004321299,1.5,12/04/2004,42.004142,-7.250843,1,3,32,71,RIÃ“S,4,1,1,,,102,119,5,1,,,143,11.2,0,2,20.4,3,1.9,8.1,11.8,1006.2,1002.6
38089 32,2004321303,8,12/04/2004,42.011805,-8.026783,1,3,32,41,LOBEIRA,4,1,2,,,110,120,8,1,,,143,11.2,0,2,20.4,3,1.9,8.1,11.8,1006.2,1002.6
38089 32,2004321304,20,12/04/2004,41.994989,-8.003617,1,3,32,41,LOBEIRA,4,1,2,,,145,185,17,2,,,143,11.2,0,2,20.4,3,1.9,8.1,11.8,1006.2,1002.6
38089 32,2004321305,70,12/04/2004,42.453132,-8.210266,1,3,32,13,BOBORÃS,4,1,0,,,900,955,37,12,,62291,143,11.2,0,2,20.4,3,1.9,8.1,11.8,1006.2,1002.6
38090 32,2004321307,1,13/04/2004,42.229913,-7.109968,1,3,32,86,VIANA DO BOLO,4,1,1,,,75,130,11,2,,1383,143,12.2,0,2.6,21.8,31,2.8,9.2,11.9,1007.5,1001.8
38090 32,2004321308,6,13/04/2004,42.304143,-8.241844,1,3,32,46,MELÃ“N,4,1,0,,,435,715,12,4,,33004,143,12.2,0,2.6,21.8,31,2.8,9.2,11.9,1007.5,1001.8
38090 32,2004321309,3,13/04/2004,42.552782,-7.985132,1,3,32,61,PIÃ‘OR,4,1,0,,,145,160,10,1,,,143,12.2,0,2.6,21.8,31,2.8,9.2,11.9,1007.5,1001.8
38090 32,2004321311,1.5,13/04/2004,42.152354,-7.161453,1,3,32,86,VIANA DO BOLO,4,1,1,,,45,160,14,2,,,143,12.2,0,2.6,21.8,31,2.8,9.2,11.9,1007.5,1001.8
38090 32,2004321312,1,13/04/2004,42.345413,-6.904879,1,3,32,17,CARBALLEDA DE VALDEORRAS,4,1,0,,,55,175,6,1,,843,143,12.2,0,2.6,21.8,31,2.8,9.2,11.9,1007.5,1001.8
38090 32,2004321316,5,13/04/2004,42.238551,-7.333001,1,3,32,29,CHANDREXA DE QUEIXA,4,1,2,,,128,143,4,0,,,143,12.2,0,2.6,21.8,31,2.8,9.2,11.9,1007.5,1001.8
38090 32,2004321317,1,13/04/2004,42.362881,-7.414612,1,3,32,23,CASTRO CALDELAS,4,1,1,,,50,70,10,1,,772,143,12.2,0,2.6,21.8,31,2.8,9.2,11.9,1007.5,1001.8
38090 32,2004321321,10,13/04/2004,41.974269,-7.917461,1,3,32,51,MUIÃ‘OS,4,1,0,,,100,125,14,4,,37763,143,12.2,0,2.6,21.8,31,2.8,9.2,11.9,1007.5,1001.8
38090 32,2004321323,2,13/04/2004,42.31561,-8.155804,1,3,32,18,CARBALLEDA DE AVIA,4,1,0,,,60,130,11,3,,1257,143,12.2,0,2.6,21.8,31,2.8,9.2,11.9,1007.5,1001.8
38090 32,2004321326,1.01,13/04/2004,42.270302,-7.185638,1,3,32,44,MANZANEDA,4,1,2,,,90,105,4,0,,12,143,12.2,0,2.6,21.8,31,2.8,9.2,11.9,1007.5,1001.8
38090 32,2004321329,9.2,13/04/2004,42.114404,-8.02761,1,3,32,84,VEREA,4,1,0,,,405,615,59,13,,,143,12.2,0,2.6,21.8,31,2.8,9.2,11.9,1007.5,1001.8
38090 32,2004321336,3,13/04/2004,41.916913,-7.99867,1,3,32,51,MUIÃ‘OS,4,1,2,,,141,156,15,0,,,143,12.2,0,2.6,21.8,31,2.8,9.2,11.9,1007.5,1001.8
38090 32,2004321338,1,13/04/2004,41.938463,-8.114487,1,3,32,30,ENTRIMO,4,1,0,,,97,105,2,0,,2774,143,12.2,0,2.6,21.8,31,2.8,9.2,11.9,1007.5,1001.8
38091 32,2004321344,3.5,14/04/2004,41.979445,-7.328648,1,3,32,71,RIÃ“S,4,1,1,,,109,147,6,1,,,143,12.5,0,2.6,22.4,31,1.4,6.1,12,1003.7,993.5
38091 32,2004321345,1.2,14/04/2004,42.234061,-7.430299,1,3,32,29,CHANDREXA DE QUEIXA,4,1,2,,,75,80,4,0,,,143,12.5,0,2.6,22.4,31,1.4,6.1,12,1003.7,993.5
38091 32,2004321351,1.1,14/04/2004,41.975348,-7.512624,1,3,32,50,MONTERREI,4,1,1,,,69,75,14,2,,,143,12.5,0,2.6,22.4,31,1.4,6.1,12,1003.7,993.5
38091 32,2004321355,1.5,14/04/2004,42.244404,-7.373705,1,3,32,29,CHANDREXA DE QUEIXA,4,1,2,,,115,130,8,0,,,143,12.5,0,2.6,22.4,31,1.4,6.1,12,1003.7,993.5
38091 32,2004321359,3,14/04/2004,42.244404,-7.373705,1,3,32,29,CHANDREXA DE QUEIXA,4,1,2,,,95,119,19,2,,3716,143,12.5,0,2.6,22.4,31,1.4,6.1,12,1003.7,993.5
38091 32,2004321365,1,14/04/2004,42.181715,-7.016704,1,3,32,86,VIANA DO BOLO,4,1,1,,,62,98,6,0,,,143,12.5,0,2.6,22.4,31,1.4,6.1,12,1003.7,993.5
38091 32,2004321367,12,14/04/2004,42.225081,-7.54853,1,3,32,43,MACEDA,4,1,0,,,220,365,10,2,,,143,12.5,0,2.6,22.4,31,1.4,6.1,12,1003.7,993.5
38091 32,2004321372,1.1,14/04/2004,42.368587,-6.869887,1,3,32,17,CARBALLEDA DE VALDEORRAS,4,1,1,,,70,80,6,0,,,143,12.5,0,2.6,22.4,31,1.4,6.1,12,1003.7,993.5
38091 32,2004321373,4,14/04/2004,42.389729,-7.373615,1,3,32,23,CASTRO CALDELAS,4,1,1,,,75,90,5,0,,909,143,12.5,0,2.6,22.4,31,1.4,6.1,12,1003.7,993.5
38091 32,2004321377,1,14/04/2004,41.894282,-7.945682,1,3,32,51,MUIÃ‘OS,4,1,2,,,108,121,6,0,,,143,12.5,0,2.6,22.4,31,1.4,6.1,12,1003.7,993.5
38091 32,2004321378,7,14/04/2004,42.137659,-7.014135,1,3,32,86,VIANA DO BOLO,4,1,2,,,169,173,7,1,,,143,12.5,0,2.6,22.4,31,1.4,6.1,12,1003.7,993.5
38091 32,2004321381,3.5,14/04/2004,42.364438,-7.336391,1,3,32,70,SAN XOAN DE RIO,4,1,4,,,131,145,5,1,,619,143,12.5,0,2.6,22.4,31,1.4,6.1,12,1003.7,993.5
38091 32,2004321385,1.75,14/04/2004,42.376941,-7.550102,1,3,32,57,PARADA DE SIL,4,1,1,,,175,205,6,1,,227,143,12.5,0,2.6,22.4,31,1.4,6.1,12,1003.7,993.5
38091 32,2004321387,7.8,14/04/2004,42.246548,-8.094033,1,3,32,20,CARTELLE,4,1,0,,,200,210,47,4,,5656,143,12.5,0,2.6,22.4,31,1.4,6.1,12,1003.7,993.5
38091 32,2004321388,10,14/04/2004,42.357834,-8.297918,1,3,32,4,AVIÃ“N,4,1,0,,,245,270,6,1,,1731,143,12.5,0,2.6,22.4,31,1.4,6.1,12,1003.7,993.5
38092 32,2004321391,1.2,15/04/2004,42.389729,-7.373615,1,3,32,23,CASTRO CALDELAS,4,1,2,,,60,80,6,0,,,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321394,1.5,15/04/2004,42.312721,-7.19375,1,3,32,44,MANZANEDA,4,1,2,,,160,175,6,1,,,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321402,1,15/04/2004,41.923595,-7.864928,1,3,32,16,CALVOS DE RANDÃN,4,1,2,,,45,50,2,1,,,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321406,3,15/04/2004,42.211852,-7.6037,1,3,32,89,VILAR DE BARRIO,4,1,0,,,105,215,15,8,,7229,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321407,1,15/04/2004,42.07277,-7.726051,1,3,32,32,XINZO DE LIMIA,4,1,1,,,70,85,5,0,,,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321415,1.5,15/04/2004,42.131385,-7.072938,1,3,32,86,VIANA DO BOLO,4,1,1,,,100,115,5,0,,,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321416,2,15/04/2004,42.270302,-7.185638,1,3,32,44,MANZANEDA,4,1,2,,,130,140,4,0,,2072,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321418,2.5,15/04/2004,42.367946,-7.445781,1,3,32,23,CASTRO CALDELAS,4,1,1,,,85,105,14,2,,4145,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321421,1,15/04/2004,41.943037,-7.920668,1,3,32,51,MUIÃ‘OS,4,1,2,,,30,80,2,1,,,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321422,50,15/04/2004,42.234061,-7.430299,1,3,32,29,CHANDREXA DE QUEIXA,4,1,2,,,296,421,18,4,,,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321426,2,15/04/2004,42.189898,-7.149042,1,3,32,86,VIANA DO BOLO,4,1,1,,,105,125,6,0,,,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321428,2.5,15/04/2004,42.312721,-7.19375,1,3,32,44,MANZANEDA,4,1,2,,,225,280,4,0,,,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321430,35,15/04/2004,42.412187,-7.30324,1,3,32,70,SAN XOAN DE RIO,4,1,1,,,265,310,34,6,,13694,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321432,45.1,15/04/2004,42.238551,-7.333001,1,3,32,29,CHANDREXA DE QUEIXA,4,1,2,,,280,500,23,6,,137,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321433,9,15/04/2004,42.367946,-7.445781,1,3,32,23,CASTRO CALDELAS,4,1,1,,,215,235,34,7,,6994,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321434,4.5,15/04/2004,42.094734,-7.057628,1,3,32,86,VIANA DO BOLO,4,1,1,,,135,150,6,0,,,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321437,1,15/04/2004,42.354689,-7.305881,1,3,32,70,SAN XOAN DE RIO,4,1,1,,,100,110,9,1,,675,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321439,2,15/04/2004,41.942834,-8.059319,1,3,32,42,LOBIOS,4,1,1,,,85,104,5,1,,,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321441,22,15/04/2004,41.923595,-7.864928,1,3,32,16,CALVOS DE RANDÃN,4,1,0,,,281,301,9,2,,3306,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321442,3,15/04/2004,42.06764,-7.886528,1,3,32,67,RAIRIZ DE VEIGA,4,1,0,,,160,190,6,1,,,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321443,90,15/04/2004,42.403177,-8.301994,1,3,32,4,AVIÃ“N,4,1,0,,,465,570,47,4,,179938,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321444,3,15/04/2004,41.894282,-7.945682,1,3,32,51,MUIÃ‘OS,4,1,2,,,180,260,5,0,,,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38092 32,2004321445,70,15/04/2004,41.996438,-8.116726,1,3,32,30,ENTRIMO,4,1,0,,,1200,1230,15,6,,,143,14,0,3,25,32,3.1,10,11.6,995.5,988.9
38093 32,2004321449,3.5,16/04/2004,41.95351,-7.272318,1,3,32,71,RIÃ“S,4,1,1,,,105,125,11,1,,,143,10.4,0,7.8,13,30,1.1,6.1,0,997.1,992.1
38093 32,2004321452,2,16/04/2004,42.113373,-7.103179,1,3,32,86,VIANA DO BOLO,4,1,1,,,110,140,7,1,,1570,143,10.4,0,7.8,13,30,1.1,6.1,0,997.1,992.1
38093 32,2004321460,3.5,16/04/2004,42.131385,-7.072938,1,3,32,86,VIANA DO BOLO,4,1,1,,,210,255,6,0,,2829,143,10.4,0,7.8,13,30,1.1,6.1,0,997.1,992.1
38093 32,2004321466,8,16/04/2004,42.211113,-7.241581,1,3,32,92,VILARIÃ‘O DE CONSO,4,1,1,,,155,165,5,0,,,143,10.4,0,7.8,13,30,1.1,6.1,0,997.1,992.1
38094 32,2004321477,1.8,17/04/2004,42.094734,-7.057628,1,3,32,86,VIANA DO BOLO,4,1,1,,,144,149,9,0,,,143,9.3,0.7,2,16.6,29,2.2,9.2,4.6,998.7,993.1
38094 32,2004321479,3,17/04/2004,41.966958,-7.951702,1,3,32,51,MUIÃ‘OS,4,1,10,,,75,170,19,1,,4015,143,9.3,0.7,2,16.6,29,2.2,9.2,4.6,998.7,993.1
38094 32,2004321488,1,17/04/2004,42.113543,-8.180216,1,3,32,56,PADRENDA,5,,0,,,40,85,6,0,,10352,143,9.3,0.7,2,16.6,29,2.2,9.2,4.6,998.7,993.1
38094 32,2004321493,1.7,17/04/2004,41.95351,-7.272318,1,3,32,71,RIÃ“S,4,1,1,,,79,88,10,2,,3041,143,9.3,0.7,2,16.6,29,2.2,9.2,4.6,998.7,993.1
38094 32,2004321494,9.5,17/04/2004,42.131385,-7.072938,1,3,32,86,VIANA DO BOLO,4,1,2,,,202,242,26,3,,4040,143,9.3,0.7,2,16.6,29,2.2,9.2,4.6,998.7,993.1
38094 32,2004321500,3.5,17/04/2004,42.062663,-7.285943,1,3,32,21,CASTRELO DO VAL,4,1,1,,,165,184,17,1,,,143,9.3,0.7,2,16.6,29,2.2,9.2,4.6,998.7,993.1
38094 32,2004321501,5,17/04/2004,41.95351,-7.272318,1,3,32,71,RIÃ“S,4,1,1,,,141,145,9,1,,,143,9.3,0.7,2,16.6,29,2.2,9.2,4.6,998.7,993.1
38094 32,2004321504,10,17/04/2004,42.387001,-6.937693,1,3,32,17,CARBALLEDA DE VALDEORRAS,4,1,0,,,120,140,11,1,,,143,9.3,0.7,2,16.6,29,2.2,9.2,4.6,998.7,993.1
38101 32,2004321513,2,24/04/2004,42.302529,-7.684827,1,3,32,43,MACEDA,4,1,0,,,80,145,25,2,,8568,143,16.4,0,5.2,27.6,30,1.4,4.2,12.5,1001.7,997.3
38101 32,2004321517,1.99,24/04/2004,41.965715,-7.438317,1,3,32,85,VERÃN,2,1,90,,,80,100,14,1,,,143,16.4,0,5.2,27.6,30,1.4,4.2,12.5,1001.7,997.3
38101 32,2004321521,2,24/04/2004,42.305355,-7.553081,1,3,32,49,MONTEDERRAMO,4,1,1,,,112,155,16,2,,,143,16.4,0,5.2,27.6,30,1.4,4.2,12.5,1001.7,997.3
38102 32,2004321524,6.5,25/04/2004,42.305355,-7.553081,1,3,32,49,MONTEDERRAMO,4,1,2,,,185,265,11,2,,929,143,18.8,0,7.2,30.4,30,1.4,4.4,12.1,1000.9,995.1
38102 32,2004321529,20,25/04/2004,42.374357,-6.803439,1,3,32,17,CARBALLEDA DE VALDEORRAS,4,1,0,,,255,290,11,1,,,143,18.8,0,7.2,30.4,30,1.4,4.4,12.1,1000.9,995.1
38102 32,2004321531,7.5,25/04/2004,41.910949,-7.828111,1,3,32,16,CALVOS DE RANDÃN,4,1,0,,,265,280,34,4,,5822,143,18.8,0,7.2,30.4,30,1.4,4.4,12.1,1000.9,995.1
38102 32,2004321533,3.75,25/04/2004,41.978371,-7.565493,1,3,32,28,CUALEDRO,4,1,1,,,135,155,2,5,,,143,18.8,0,7.2,30.4,30,1.4,4.4,12.1,1000.9,995.1
38102 32,2004321535,1.05,25/04/2004,42.305355,-7.553081,1,3,32,49,MONTEDERRAMO,4,1,1,,,55,90,6,2,,52,143,18.8,0,7.2,30.4,30,1.4,4.4,12.1,1000.9,995.1
38102 32,2004321538,2,25/04/2004,42.12486,-7.039214,1,3,32,86,VIANA DO BOLO,4,1,1,,,50,140,7,0,,2635,143,18.8,0,7.2,30.4,30,1.4,4.4,12.1,1000.9,995.1
38102 32,2004321540,2,25/04/2004,42.211852,-7.6037,1,3,32,89,VILAR DE BARRIO,4,1,1,,,150,170,8,1,,501,143,18.8,0,7.2,30.4,30,1.4,4.4,12.1,1000.9,995.1
38102 32,2004321542,1,25/04/2004,42.350823,-7.536546,1,3,32,57,PARADA DE SIL,4,1,1,,,50,55,6,1,,,143,18.8,0,7.2,30.4,30,1.4,4.4,12.1,1000.9,995.1
38102 32,2004321545,25,25/04/2004,42.403177,-8.301994,1,3,32,4,AVIÃ“N,4,1,0,,,980,1035,39,5,,,143,18.8,0,7.2,30.4,30,1.4,4.4,12.1,1000.9,995.1
38103 32,2004321546,30,26/04/2004,42.403177,-8.301994,1,3,32,4,AVIÃ“N,4,1,1,,,320,420,31,2,,22661,143,19.7,0,8.8,30.6,36,1.7,8.6,12.4,997.3,991.9
38103 32,2004321554,5.52,26/04/2004,42.252076,-7.982172,1,3,32,20,CARTELLE,2,1,90,,,100,195,31,5,,6124,143,19.7,0,8.8,30.6,36,1.7,8.6,12.4,997.3,991.9
38103 32,2004321555,2.5,26/04/2004,42.310647,-7.239286,1,3,32,44,MANZANEDA,4,1,2,,,75,135,11,1,,,143,19.7,0,8.8,30.6,36,1.7,8.6,12.4,997.3,991.9
38103 32,2004321556,2,26/04/2004,42.170097,-7.092623,1,3,32,86,VIANA DO BOLO,4,1,1,,,227,252,6,2,,,143,19.7,0,8.8,30.6,36,1.7,8.6,12.4,997.3,991.9
38103 32,2004321557,6.2,26/04/2004,42.296521,-7.482124,1,3,32,49,MONTEDERRAMO,4,1,2,,,240,260,18,4,,372,143,19.7,0,8.8,30.6,36,1.7,8.6,12.4,997.3,991.9
38103 32,2004321558,5,26/04/2004,42.094734,-7.057628,1,3,32,86,VIANA DO BOLO,4,1,2,,,110,200,6,1,,,143,19.7,0,8.8,30.6,36,1.7,8.6,12.4,997.3,991.9
38103 32,2004321563,7,26/04/2004,42.011805,-8.026783,1,3,32,41,LOBEIRA,4,1,2,,,160,170,11,2,,,143,19.7,0,8.8,30.6,36,1.7,8.6,12.4,997.3,991.9
38103 32,2004321564,6,26/04/2004,42.238551,-7.333001,1,3,32,29,CHANDREXA DE QUEIXA,4,1,2,,,175,185,8,0,,,143,19.7,0,8.8,30.6,36,1.7,8.6,12.4,997.3,991.9
38104 32,2004321566,7,27/04/2004,42.21825,-7.369252,1,3,32,29,CHANDREXA DE QUEIXA,4,1,1,,,100,110,6,0,,,143,16.3,0,7.6,25,7,1.9,10,12.6,995.3,989.3
38104 32,2004321573,1.5,27/04/2004,42.286446,-7.204859,1,3,32,44,MANZANEDA,4,1,2,,,95,120,11,2,,,143,16.3,0,7.6,25,7,1.9,10,12.6,995.3,989.3
38104 32,2004321576,1.2,27/04/2004,42.094734,-7.057628,1,3,32,86,VIANA DO BOLO,4,1,1,,,50,55,6,0,,8115,143,16.3,0,7.6,25,7,1.9,10,12.6,995.3,989.3
38104 32,2004321578,2.3,27/04/2004,41.891944,-7.320927,1,3,32,91,VILARDEVÃ“S,4,1,1,,,130,140,11,1,,,143,16.3,0,7.6,25,7,1.9,10,12.6,995.3,989.3
38104 32,2004321582,8,27/04/2004,42.403177,-8.301994,1,3,32,4,AVIÃ“N,4,1,0,,,175,195,17,2,,8758,143,16.3,0,7.6,25,7,1.9,10,12.6,995.3,989.3
38105 32,2004321585,3,28/04/2004,42.109804,-7.674353,1,3,32,32,XINZO DE LIMIA,4,1,0,,,250,365,14,3,,1987,143,12.6,0,7.4,17.8,6,2.8,11.4,7.4,992.1,988.2
38105 32,2004321591,2.2,28/04/2004,42.367946,-7.445781,1,3,32,23,CASTRO CALDELAS,4,1,2,,,75,120,16,2,,273,143,12.6,0,7.4,17.8,6,2.8,11.4,7.4,992.1,988.2
38105 32,2004321594,7,28/04/2004,41.891944,-7.320927,1,3,32,91,VILARDEVÃ“S,4,1,1,,,143,278,18,3,,,143,12.6,0,7.4,17.8,6,2.8,11.4,7.4,992.1,988.2
38105 32,2004321595,1.1,28/04/2004,42.535126,-8.006168,1,3,32,61,PIÃ‘OR,4,1,3,,,95,140,4,1,,2014,143,12.6,0,7.4,17.8,6,2.8,11.4,7.4,992.1,988.2
38105 32,2004321597,4,28/04/2004,41.910949,-7.828111,1,3,32,16,CALVOS DE RANDÃN,4,1,0,,,235,260,11,6,,739,143,12.6,0,7.4,17.8,6,2.8,11.4,7.4,992.1,988.2
38105 32,2004321601,4,28/04/2004,42.082822,-7.885283,1,3,32,67,RAIRIZ DE VEIGA,4,1,0,,,160,195,15,6,,,143,12.6,0,7.4,17.8,6,2.8,11.4,7.4,992.1,988.2
38106 32,2004321603,2.55,29/04/2004,42.303225,-7.518857,1,3,32,49,MONTEDERRAMO,4,1,1,,,75,95,5,0,,17,143,10.4,0.8,4.8,16,34,1.7,10.8,2.2,991.1,988.9
38107 32,2004321608,4,30/04/2004,42.270645,-8.249436,1,3,32,46,MELÃ“N,4,1,0,,,85,95,21,0,,4673,143,10.1,5.2,5.2,15,31,1.4,9.7,2,990.1,988.3
38110 32,2004321612,1,03/05/2004,41.9961,-7.388013,1,3,32,21,CASTRELO DO VAL,4,1,1,,,50,105,11,3,,146,143,12.4,0,4.6,20.2,5,2.8,13.3,11.3,993.7,987.3
